"Template Description","Program Type","Template Version","Movie/Show Filmhub SKU","Movie/Show Title","Movie/Show Synopsis","Movie/Show Sales Pitch","Genre","Festivals","Cast","Director(s)","Writer(s)","Producer(s)","Movie Running Time","Production Year","Country of Origin","Original Spoken Language","Production Company","Copyright","Studio","IMDb ID","IMDb Link","Rating System","Rating","Voluntary Rating(s)","Tag(s)","Movie Chapters/Ad Breaks","Avail Type(s)","Avail Start","Avail End","Avail Countries Included","Avail Countries Excluded","Movie Filename","Movie Audio Type","Trailer","Trailer Audio Type","Trailer Filename","Movie Subtitles/Captions Languages","Movie Subtitles/Captions Types","Movie Subtitles/Captions Filenames","Key Art 2:3 Filename","Key Art 3:4 Filename","Key Art 16:9 Filename","Textless Hero 16:9 Filename","Other Key Art Filenames","Other Images Filenames","Episode SKU","Episode Name","Season Number","Episode Number","Episode Synopsis","Episode Language","Episode Chapters/Ad Breaks","Episode Running Time","Episode Filename","Episode Subtitles/Captions Filenames","Episode Subtitles/Captions Languages","Episode Subtitles/Captions Type","Episode Season Name"
"Filmhub CSV Metadata 3.0 - Filmhub Movies & Shows","Movie","3.0","0004-5834","Abandoned","When their yacht capsizes, four men face almost certain death. With little more than hope and each other, they drift in the wintery Pacific for 119 days.","Based on a fascinating true story, ABANDONED is a compelling story with a terrific cast, led by Dominic Purcell (Prison Break, DC's Legends of Tomorrow). A thrilling tale of survival and hope.","Drama","New Zealand Film & TV Awards","Dominic Purcell, Peter Feeney, Owen Black, Greg Johnson, Serena Cotton, Siobhan Marshall","John Laing","Stephanie Johnson","James Heyward, Liz DiFiore","86","2015","New Zealand","English","Making Movies","2015 Making Movies Ltd","Filmhub","tt4519006","https://www.imdb.com/title/tt4519006","","","Language","Island, Spiritual, Yacht, adrift, adventure, barrier, boat, capsize, extreme, family, friendship, god, great, hope, multihull, new, ocean, pacific, sailing, sea, survival, tonga, trimaran, zealand","00:07:59:12,00:15:59:00,00:23:58:13,00:31:58:01,00:39:57:14,00:47:57:02,00:55:56:15,01:03:56:03,01:11:55:16,01:19:55:04","avod, svod, tvod","open","open","","","0004-5834_abandoned_main.mp4","Stereo","Yes","Stereo","0004-5834_abandoned_trailer.mp4","en, es, fr, it, de, pt-BR","sdh, sdh, sdh, sdh, sdh, sdh","0004-5834_abandoned_en.srt, 0004-5834_abandoned_es.srt, 0004-5834_abandoned_fr.srt, 0004-5834_abandoned_it.srt, 0004-5834_abandoned_de.srt, 0004-5834_abandoned_pt.srt","0004-5834_abandoned_2x3.jpg","0004-5834_abandoned_3x4.jpg","0004-5834_abandoned_16x9.jpg","0004-5834_abandoned_16x9_textless.jpg","0004-5834_abandoned_16x6.jpg0004-5834_abandoned_2x1.jpg0004-5834_abandoned_4x3.jpg","0004-5834_abandoned_other_3e39012d-c78b-4387-b862-4a4eb7fd5e32.jpg, 0004-5834_abandoned_other_bc1e7824-81cc-4232-802d-344a053b7f0b.jpg, 0004-5834_abandoned_other_415240e6-89c7-4a7f-afe3-748377cea909.jpg, 0004-5834_abandoned_other_abb8d654-1a97-4c74-b333-fbcf5b1609f4.jpg, 0004-5834_abandoned_other_47608ea7-fb38-4cc8-8a48-c70d40c579f1.jpg, 0004-5834_abandoned_other_f00ee085-b64d-4bc1-b5f9-451a7d413c9d.jpg, 0004-5834_abandoned_other_81e17cff-0c4e-47bf-bd45-5fcfd184d920.jpg, 0004-5834_abandoned_other_f73ac2f1-50bb-4010-8073-961d8e755bf1.jpg, 0004-5834_abandoned_other_57fbdaf0-eecb-4d75-814d-6b5d28e4fab2.jpg, 0004-5834_abandoned_other_72fe1714-15cc-4f1c-b8f0-49716ac27362.jpg, 0004-5834_abandoned_other_8ed77923-f1ba-456e-b3b2-17be7065bf02.jpg, 0004-5834_abandoned_other_6c7a2e16-2f36-42f9-8b87-e5d89b97e9a6.jpg, 0004-5834_abandoned_other_342e2b27-c8e8-4ca8-87bc-99540a87f174.jpg, 0004-5834_abandoned_other_7a4da950-2879-456f-87ba-8139b3e9fbb5.jpg, 0004-5834_abandoned_other_746e7160-cdd4-4815-8a20-1c424878c1c7.jpg, 0004-5834_abandoned_other_c2ddfc20-4bd1-4527-9704-6542ed9265bf.jpg, 0004-5834_abandoned_other_7c86adf1-e347-450e-b9fe-173885fc1b10.jpg, 0004-5834_abandoned_other_740a57f0-eb03-4e2b-97a5-54c8d90eb8ce.jpg, 0004-5834_abandoned_other_a9c0b7da-5eaf-4e54-8bb2-67d6674c96a5.jpg, 0004-5834_abandoned_other_dfdcdb57-aff6-4c49-bffa-e836f37201eb.jpg, 0004-5834_abandoned_other_f5685822-7121-4511-9cbe-485878b6e1a6.jpg, 0004-5834_abandoned_other_32864b58-a07f-4e35-8af1-1f826f910e82.jpg, 0004-5834_abandoned_other_ab196b77-8d02-4e0f-b6cd-05dbe85c80d9.jpg, 0004-5834_abandoned_other_1e52b4cf-1243-423c-b665-221e68f8cd7b.jpg, 0004-5834_abandoned_other_0d18c459-1e01-4887-aaee-44ee7686312c.jpg, 0004-5834_abandoned_other_87d9ac6a-0455-465d-946b-77616604af83.jpg, 0004-5834_abandoned_other_784c5fd8-a9e3-442f-8416-aab4f722f916.jpg, 0004-5834_abandoned_other_4f61bb9b-764c-441a-92d6-1fd234050dca.jpg, 0004-5834_abandoned_other_55024fe3-3ace-4f7a-9b18-b4a4fa31fc92.jpg, 0004-5834_abandoned_other_7d55a244-f241-4762-a84e-8662677d959c.jpg, 0004-5834_abandoned_other_ae35a54f-dda6-4159-ac1d-c0bbc331c3ce.jpg, 0004-5834_abandoned_other_ad0761b7-039d-4b08-9809-28f228149e72.jpg",,,,,,,,,,,,,,
