Template Description,Program Type,Template Version,Movie/Show Filmhub SKU,Movie/Show Title,Movie/Show Synopsis,Movie/Show Sales Pitch,Genre,Festivals,Cast,Director(s),Writer(s),Producer(s),Movie Running Time,Production Year,Country of Origin,Original Spoken Language,Production Company,Copyright,Studio,IMDb ID,IMDb Link,Rating System,Rating,Voluntary Rating(s),Tag(s),Movie Chapters/Ad Breaks,Avail Type(s),Avail Start,Avail End,Avail Countries Included,Avail Countries Excluded,Movie Filename,Movie Audio Type,Trailer,Trailer Audio Type,Trailer Filename,Movie Subtitles/Captions Languages,Movie Subtitles/Captions Types,Movie Subtitles/Captions Filenames,Key Art 2:3 Filename,Key Art 3:4 Filename,Key Art 16:9 Filename,Textless Hero 16:9 Filename,Other Key Art Filenames,Other Images Filenames,Episode SKU,Episode Name,Season Number,Episode Number,Episode Synopsis,Episode Language,Episode Chapters/Ad Breaks,Episode Running Time,Episode Filename,Episode Subtitles/Captions Filenames,Episode Subtitles/Captions Languages,Episode Subtitles/Captions Type,Episode Season Name
Filmhub CSV Metadata 3.0 - Filmhub Movies & Shows,Movie,3,tpwh-7ezj,Man vs Snake,"A middle-aged man, Tim McVey, attempts to reclaim his 1984 world record on Nibbler, the first billion-point video game.","Man vs Snake is a hilarious and heartfelt documentary about obsession, legacy, and endurance in the world of classic arcade gaming. A multi-award winner for Best Documentary and Editing, its hailed as one of the best gaming docs ever and is shown in university film courses worldwide.",Documentary,"Tallgrass Film Festival, Twin Cities Film Festival, Ithaca Fantastic Film Festival, Glasgow Film Festival, Portland International Film Festival, Omaha Film Festival, Florida Film Festival, Cinedelphia FF, Nightvisions Film Festival, Olympia Film Festival, Southern-Fried Film Festival, Austin Fantastic Fest, Calgary Underground Film Festival, FilmQuest","Tim McVey, Walter Day, Billy Mitchell, Dwayne Richard, Enrico Zanetti, Tina McVey, Tom Asaki, Rick Carter","Andrew Seklir, Timothy Kinzy","Andrew Seklir, Timothy Kinzy","Andrew Seklir, Timothy Kinzy",92,2016,United States,English (United States),Playland Pictures Inc.,2015 Playland Pictures Inc.,Filmhub,tt2933794,https://www.imdb.com/title/tt2933794,US-TV,TV-MA,"Language, Drugs, Violence, Flashinglights","1980s Nostalgia, 80s icons, Billy Mitchell, Documentary, Walter Day, american documenatry, arcade game, award winning, award winning film, classic arcade game, comedy, competitive gaming, cult classic, cult classics, cult documentry, documentary hidden gem, editor's choice, fan favorite, festival winner, film festival winner, forgotten legends, funny documenatry, gaming documentary, gaming legends, geek culture, golden age of video games, heartfelt documenatry, hidden gem, indie documentary, man vs snake film, must see documentary, must-see, must-see classic, nerd culture, nostalgic documenatry, retro gaming, retro pop culture, sports documentary, staff picks, tim mcvey, true story, twin galaxies documentary, underdog stories, underdog story, video game, video game culture, video game history, video games","00:07:59:12,00:15:59:00,00:23:58:13,00:31:58:01,00:39:57:14,00:47:57:02,00:55:56:15,01:03:56:03,01:11:55:16,01:19:55:04,01:27:54:17","avod, svod, tvod",01-06-2025,open,,,mpz3-xjjq_beowulf_and_grendel_main.mp4,Stereo,Yes,Stereo,tpwh-7ezj_man_vs_snake_trailer.mp4,"ar, ko, fi, ja, no, pt, es-ES, sv, cmn-Hans, da, he, th, cs, uk, et, nl, hu, ru, pl, en, fr, de, it, es-419, pt-BR","subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, subtitles, sdh, subtitles, subtitles, subtitles, subtitles, subtitles","tpwh-7ezj_man_vs_snake_ar.srt, tpwh-7ezj_man_vs_snake_ko.srt, tpwh-7ezj_man_vs_snake_fi.srt, tpwh-7ezj_man_vs_snake_ja.srt, tpwh-7ezj_man_vs_snake_no.srt, tpwh-7ezj_man_vs_snake_pt.srt, tpwh-7ezj_man_vs_snake_es.srt, tpwh-7ezj_man_vs_snake_sv.srt, tpwh-7ezj_man_vs_snake_zh.srt, tpwh-7ezj_man_vs_snake_da.srt, tpwh-7ezj_man_vs_snake_he.srt, tpwh-7ezj_man_vs_snake_th.srt, tpwh-7ezj_man_vs_snake_cs.srt, tpwh-7ezj_man_vs_snake_uk.srt, tpwh-7ezj_man_vs_snake_et.srt, tpwh-7ezj_man_vs_snake_nl.srt, tpwh-7ezj_man_vs_snake_hu.srt, tpwh-7ezj_man_vs_snake_ru.srt, tpwh-7ezj_man_vs_snake_pl.srt, tpwh-7ezj_man_vs_snake_en.srt, tpwh-7ezj_man_vs_snake_fr.srt, tpwh-7ezj_man_vs_snake_de.srt, tpwh-7ezj_man_vs_snake_it.srt, tpwh-7ezj_man_vs_snake_es.srt, tpwh-7ezj_man_vs_snake_pt.srt",tpwh-7ezj_man_vs_snake_2x3.jpg,tpwh-7ezj_man_vs_snake_3x4.jpg,tpwh-7ezj_man_vs_snake_16x9.jpg,tpwh-7ezj_man_vs_snake_16x9_textless.jpg,tpwh-7ezj_man_vs_snake_16x6.jpgtpwh-7ezj_man_vs_snake_2x1.jpgtpwh-7ezj_man_vs_snake_4x3.jpg,"tpwh-7ezj_man_vs_snake_other_1cb018d8-c3a8-43f0-8e72-b09ece255057.jpg, tpwh-7ezj_man_vs_snake_other_525dab1b-616c-4b8c-9e7d-5c1c763e4c4e.jpg, tpwh-7ezj_man_vs_snake_other_a53f5a7a-b7ed-4a0a-acd5-4598210dbc1e.jpg, tpwh-7ezj_man_vs_snake_other_97dbed90-9e8e-4c7e-96ed-933523a9c376.jpg, tpwh-7ezj_man_vs_snake_other_e474455f-699c-4966-994b-ba93aaa3203c.jpg, tpwh-7ezj_man_vs_snake_other_4c10286c-ae08-4546-b24f-85c2fe1ddd4b.jpg, tpwh-7ezj_man_vs_snake_other_7add8d79-96a6-4401-8dcb-98751921943a.jpg, tpwh-7ezj_man_vs_snake_other_fb3a5b1e-4689-461a-aa90-79acdc956f72.jpg, tpwh-7ezj_man_vs_snake_other_387f0569-45e0-4109-8cd7-45072203b2af.jpg",,,,,,,,,,,,,
