"Template Description","Program Type","Template Version","Movie/Show Filmhub SKU","Movie/Show Title","Movie/Show Synopsis","Movie/Show Sales Pitch","Genre","Festivals","Cast","Director(s)","Writer(s)","Producer(s)","Movie Running Time","Production Year","Country of Origin","Original Spoken Language","Production Company","Copyright","Studio","IMDb ID","IMDb Link","Rating System","Rating","Voluntary Rating(s)","Tag(s)","Movie Chapters/Ad Breaks","Avail Type(s)","Avail Start","Avail End","Avail Countries Included","Avail Countries Excluded","Movie Filename","Movie Audio Type","Trailer","Trailer Audio Type","Trailer Filename","Movie Subtitles/Captions Languages","Movie Subtitles/Captions Types","Movie Subtitles/Captions Filenames","Key Art 2:3 Filename","Key Art 3:4 Filename","Key Art 16:9 Filename","Textless Hero 16:9 Filename","Other Key Art Filenames","Other Images Filenames","Episode SKU","Episode Name","Season Number","Episode Number","Episode Synopsis","Episode Language","Episode Chapters/Ad Breaks","Episode Running Time","Episode Filename","Episode Subtitles/Captions Filenames","Episode Subtitles/Captions Languages","Episode Subtitles/Captions Type","Episode Season Name"
"Filmhub CSV Metadata 3.0 - Filmhub Movies & Shows","Movie","3.0","0000-7180","Is It Just Me?","A socially shunned columnist finds his romantic match online, but messaging under the wrong account causes his sleazy roommate's picture to be forwarded, creating an identity mix-up.","This beloved rom-com is one of the top-selling indie LGBT films of 2011, starring Nicholas Downs (NCIS: Los Angeles, The Girl Next Door) and featuring a performance by Bruce Gray (My Big Fat Greek Wedding). A heartwarming and clever film.","Comedy","Austin Gay & Lesbian International Film Festival, 2010, Boston LBGT Film Festival, 2010, California Independent Film Festival, Cinema St. Louis Qfest, 2010, Detroit Independent Film Festival, 2010, Eros Film Festival/Outfilm CT, 2010, Ft. Lauderdale Gay & Lesbian Film Festival, Glasgay, Scottland LGBT Film Festival, 2010, Hong Kong Lesbian & Gay Film Festival, 2010, Honolulu Rainbow Film Festival, 2010, FrameLine34: San Francisco International LGBT Film Festival, 201, Image Out Rochester, 2010, Indiana Cares Camcpaign GLBT Film Festival, 2010, Inside Out Toronto LGBT Film and Video Festival, 2010, Iris Prize Festival, 2010, Kansas City Gay & Lesbian Film + Video Festival, 2010, Landlocked Film Festival, 2010, Lavender's Out At The Movies, 2010, Melbourne Queer Film Festival, 2010, Miami Gay & Lesbian Film Festival, 2010, NewFest, New York's LGBT Film Festival, 2010, Newport Beach Film Festival, 2010, North Carolina Gay & Lesbian Film Festival, 2010, Out At The Movies, Winston-Salem LGBT Film Festival, 2010, Outfest, Los Angeles LGBT Film Festival, 2010, Out on Film, Atlanta LGBT Film Festival, 2010, Palm Springs International Film Festival, 2010, Philadelphia Qfest, 2010, Pikes Peak Lavendar Film Festival, 2010, Pink Apple/Schwullesbisches FilmFestival, 2010, Pittsburgh Gay and Lesbian Film Society, 2010, QCinema, Fort Worth's Gay & Lesbian Film Festival, 2010, Reeling, Chicago's LGBT Film Festival, 2010, Reel Pride, Fresno's Gay & Lesbian Film Festival, 2010, Seattle Lesbian & Gay Film Festival, 2010, Sydney Mardi Gras Film Festival, 2010, Tampa International Gay & Lesbian Film Festival, 2010","Nicholas Downs, David Loren, Adam Huss, Michelle Laurent, Bruce Gray, Bob Rumnock","JC Calciano","JC Calciano","JC Calciano, Michael Amato","93","2010","United States","English","Cinema175","2010 Whitestone Acquisitions LLC","Filmhub","tt1533053","https://www.imdb.com/title/tt1533053","BBFC","15","Language, Nudity, Sex","Chaos, LGBTQ, LGBTQ, Love, feel-good, frustration, gay, hunky, lies, mistaken identity, online dating, relationships, roommate, sexually, witty, young man","00:00:00:00,00:10:50:12,00:20:30:10,00:30:42:14,00:41:36:07,00:50:05:20,01:00:18:10,01:10:30:06,01:20:24:13","avod, svod, tvod","open","open","","AT,BE,CH,DE,LI,LU,NL,PL,SE","0000-7180_is_it_just_me_main.mp4","Stereo","Yes","Stereo","0000-7180_is_it_just_me_trailer.mp4","en","sdh","0000-7180_is_it_just_me_en.srt","0000-7180_is_it_just_me_2x3.jpg","0000-7180_is_it_just_me_3x4.jpg","0000-7180_is_it_just_me_16x9.jpg","","0000-7180_is_it_just_me_16x6.jpg0000-7180_is_it_just_me_2x1.jpg0000-7180_is_it_just_me_4x3.jpg","0000-7180_is_it_just_me_other_8cb5f3ac-70e5-47f0-af8a-e896a7a8feaf.jpg, 0000-7180_is_it_just_me_other_87dc2cb9-c171-4e77-94b8-221a441c04ed.jpg, 0000-7180_is_it_just_me_other_36ed2c22-c057-4acb-8a37-e3cb021fc6e7.jpg, 0000-7180_is_it_just_me_other_8ed94c6e-1f75-4e65-a3ff-43ad01a3249d.jpg, 0000-7180_is_it_just_me_other_7e5aff64-a57c-4f94-b372-0e99662489a1.jpg, 0000-7180_is_it_just_me_other_88806681-59b4-4f20-9aaf-23dcd8c87327.jpg, 0000-7180_is_it_just_me_other_67a1e3b4-b5ed-4e0d-9ce3-b64d5d559527.jpg, 0000-7180_is_it_just_me_other_9309e5f6-dc80-40b3-8a00-eedbfda2e6b5.jpg, 0000-7180_is_it_just_me_other_278780b9-c8be-4928-983e-607dd6ce7e57.jpg, 0000-7180_is_it_just_me_other_83948482-ce73-4e2c-85a2-fd71d2727fb6.jpg, 0000-7180_is_it_just_me_other_0c428fa4-78a8-42b8-bc35-7bac6eec8e1b.jpg, 0000-7180_is_it_just_me_other_bffd123f-7a03-478c-8b3d-87d40e830ca0.jpg, 0000-7180_is_it_just_me_other_22c3bbb1-0ba8-486b-9ceb-08e60ae895e5.jpg",,,,,,,,,,,,,,
